,web-scraper-order,name,description,price,address,category,date_formatted,time_from,time_until,duration_seconds,is_concert,description_len
1588,1699957031-85,Indoor Daydance Party,"willkommen zur grössten indoor daydance party in der ostschweiz! tauche ein in eine welt voller pulsierender beats und mitreissender rhythmen, präsentiert von einer hochklassigen auswahl an nationalen und internationalen acts. erlebe 12 stunden nonstop-sound, der deine sinne berauschen wird.  unser foodcorner verwöhnt dich mit einer vielfalt kulinarischer köstlichkeiten, die deine energie aufrechterhalten und deinen gaumen verwöhnen. geniesse die atmosphäre unseres neon-mottos und die passende dekoration, die den veranstaltungsort in eine lebendige und elektrisierende umgebung verwandelt.  damit du dich voll und ganz dem tanz und der musik hingeben kannst, bieten wir eine garderobe an, um deine habseligkeiten sicher aufzubewahren. tanze tag und nacht hindurch, ohne dir sorgen machen zu müssen!  sichere dir jetzt deine tickets für dieses unvergessliche erlebnis und feiere mit uns eine unvergessliche zeit voller elektronischer klänge und positiver energie!",10.0,"Mehrzweckhalle Burgwies, Oberriet, Burgweg 4, Oberriet, CH",Party / Charts & Open Format,2023-12-30,14:00,02:00,43200.0,0,968.0
1589,1699956832-1,REFORMIST NEW YEARS EVE EDITION,"its time!    we're back from the dead and are more than thrilled to announce our next event.   this time things will even be bigger and better!   we are utterly grateful we got asked to organise such a huge event so we'll make it our duty to provide you a proper endig of the year, and an intense kickoff n to the next chapter.  this time we're able to widen our borders and offer you   three floors with completely diffrent atmospheres and musical diversity.  you can expect anything from thriving grooves to te raw energy of harsh and distorted kicks.    we've got something for every taste.   to ensure you a night full of musical and visual pleasure we've brought together an amazing collection of some of the most dedicated and talented artists we could think of. as true masters of their craft they will take you on a journey and lead you to a place of pure ecstasy.  gather with us as the clock strikes midnight and we welcome the dawn of a brand-new year.  more info about the event will follow soon on our instagram. stay tuned!  cheers reformist!  industrial techno/ induustrial hardcore/ hard groove        instagram https://www.instagram.com/reformist._/     * 3 floors  * 12 artists                    ... 								 									 mehr anzeigen 								 							 							 																	its time!    we're back from the dead and are more than thrilled to announce our next event.   this time things will even be bigger and better!   we are utterly grateful we got asked to organise such a huge event so we'll make it our duty to provide you a proper endig of the year, and an intense kickoff n to the next chapter.  this time we're able to widen our borders and offer you   three floors with completely diffrent atmospheres and musical diversity.  you can expect anything from thriving grooves to te raw energy of harsh and distorted kicks.    we've got something for every taste.   to ensure you a night full of musical and visual pleasure we've brought together an amazing collection of some of the most dedicated and talented artists we could think of. as true masters of their craft they will take you on a journey and lead you to a place of pure ecstasy.  gather with us as the clock strikes midnight and we welcome the dawn of a brand-new year.  more info about the event will follow soon on our instagram. stay tuned!  cheers reformist!  industrial techno/ induustrial hardcore/ hard groove        instagram https://www.instagram.com/reformist._/     * 3 floors  * 12 artists                         line up  xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx  colombo -- djipe -- exgüsi --  maldoror-- marisa joyce --  matt green -- nx46 -- r-n-o -- rorganic -- suspirio--  tottentanz+morgoth     ndustrial techno/ induustrial hardcore/ hard groove 									 										 weniger anzeigen",25.0,"Sedel Club, Emmenbrücke, Sedelhof 2, Luzern, CH",Party / Silvesterparty,2023-12-31,23:00,,,0,2786.0
1590,1699956835-2,"new years eve 80's, 90's, 00's, 2024","lassen wir das jahr 2023 hinter uns.... dazu holen wir aber die besten klassiker aus den 80er, 90er und 2000er zurück.  in das neue jahr feiern mit dem hüftschwung von michael jackson, wippen mit dem kopf bei 50 cent und uns in die arme fallen bei robbie williams.  djk wird uns durch diese 3 dekaden führen und fühlen lassen an diesem abend.  das neue jahr kann kommen.  info  der einlass ist ab 23 jahren für frauen und 25 jahren für männer und nur mit einem gültigen ausweisdokument (id, pass, ausländerausweis oder führerschein) als original und nicht als foto auf dem handy.  musik  ab 23 uhr by djk  tickets  die tickets im vorverkauf kosten 15 franken. ein kontingent an tickets ist nach verfügbarkeit für 20 franken an der abendkasse erhältlich.  lounges  auch bei diesem event sind diverse lounges in unterschiedlichen grössen verfügbar. auf unserer webseite (www.singerklub.ch) findest du den loungeplan. tickets für die lounges können hier bei eventfrog erworben werden.",15.0,"singer klub, Marktplatz 34, Basel, CH",Party / Silvesterparty,2023-12-31,23:00,,,0,981.0
1591,1699956837-3,Urban New Year,"pleasure - to bina  dj's: mehr infos bald...   in der letzten nacht des jahres gilt es die schönen momente revue passieren zu lassen und neue abenteuer mit einem lächeln zu begrüßen. wir lassens so richtig krachen und statt mit böllern wird bei uns mit einem richtigen knallerprogramm geballert! neben künstler die uns in den letzten monaten eng begleiteten, haben wir wieder einiges an überraschungen vorbereitet, um mit euch ins neue jahr zu schreiten.",15.0,"ROK Klub, Seidenhofstrasse 5, Luzern, CH",Party / Silvesterparty,2023-12-31,23:00,,,0,454.0
1592,1699956840-4,GLOW UP! Silvesterparty,"glow up! - die silvesterparty in der balz!     macht euch gefasst auf leuchtende überraschungen, und tanzt mit uns in ein neues jahr! im klub sorgt der hitmixer dj curl für die besten songs und einen brennenden dancefloor, während im hinterzimmer milo, marcel kaiser und olvero sinatra den takt im elektronischen universum angeben.  lounge angebot:  linke-lounge bis 10 personen inklusive     1x grey goose 1.75l, 1x möet & chandon ice imperial auf anfrage via mail an: kontakt@balzklub.ch    rechte-lounge bis 8 personen inklusive     1x grey goose 1.75l, 1x möet & chandon ice imperial auf anfrage via mail an: kontakt@balzklub.ch",10.0,"Balz, Steinenbachgässlein 34, Basel, CH",Party / Charts & Open Format,2023-12-31,23:00,05:00,21600.0,0,632.0
1593,1699956842-5,Hitparaden Party -  Silvester Edition,,,"Kammgarn, Baumgartenstrasse 19, Schaffhausen, CH",Party / Pop & Rock,2023-12-31,23:00,,,0,
1594,1699956845-6,NYE,"djs comzy, doma, gianni callipari u. a.",,"Nordstern, Westquaistrasse 19, Basel, CH",Party / Electro,2023-12-31,23:00,,,0,39.0
1595,1699956847-7,New Year's Eve,,,"Le Ciel, Bollwerk 31, Bern, CH",Party,2023-12-31,23:00,,,0,
1596,1699956850-8,Silvester Party 2024,"wir lassen es ordentlich krachen. die silvestersause im gaswerk bringt jeden feucht und fröhlich ins neue jahr.  auch heuer haben wir uns wieder einige specials für euch ausgedacht. es wartet ein geschlossenes aussenareal mit einer bar auf euch und auf den mitternachts-countdown und den passenden big bang darf man sich ebenfalls freuen. im eintritt inbegriffen ist ein happy-new-year cüpli für den besten start ins 2024! wir freuen uns, mit euch die freinacht durchzufeiern und wünschen schon jetzt einen guten rutsch!  mit dj gro  dj gro kommt aus zürich und behauptet sich seit bald 20 jahren im haifischbecken der schweizer clubszene.  über lange zeit hat sich dj gro vor allem als hip hop dj oder „turntablist“ einen namen gemacht.  vor einigen jahren hat er sein musikalisches feld ausgeweitet und bezeichnet sich heute klar als „open format dj“. mit seinen technischen fertigkeiten verleiht er dem event des jahres pure club-atmosphäre  music: open format  age: 18+  oneway",20.0,"Gaswerk Eventbar GmbH, Bahnhofstrasse 180b, Seewen, CH",Party / Silvesterparty,2023-12-31,22:00,,,0,981.0
1597,1699956852-9,"Silvester""The Time is out of Joint"" W/ Ace Ventura, Ticon, H","""the time is out of joint"" pflegte schon shakespeare zu sagen! ob er wohl eine gewisse vorahnung hatte?   ★ace ventura (iboga)  ★ticon (iboga)  ★human element (iboga)  ★beat herren   ★afternow  ★sebastian kos   ★chronobreak  ★jiriki  ★omkara  ★tom  ★projekt x2.1  ★profiler  ★creator   ★jesse jay   ★willi p  ★vera   ★straight and strange   und viel mehr ...",20.0,"Schlaflos Aarau, Tellistrasse 118, Aarau, CH",Party / Trance & Ambient,2023-12-31,22:00,,,0,358.0
1598,1699956855-10,Helga! Silvesterdisko,"flowerpower, funk&soul, 80er, ndw, rock, britpop, balkan, reggae, latin, grunge und italo-pop. voilà. das kollektiv helga macht vor keiner musikrichtung halt. ist aber immer mit stil und würde bei der sache. die djs spielen ihre lieblingslieder, das bar- und kassen-team tanzt beschwingt mit. die musik ist querbeet von früher bis heute, von nah bis fern, von leicht bis laut. stets euphorisch und fröhlich.",,"Kulturhof Schloss Köniz, Muhlernstrasse 11, Köniz, CH",Party,2023-12-31,22:00,,,0,407.0
1599,1699956857-11,Borderline Electronic New Years Eve,"borderline electronic new years eve  su 31.12.2023 22:00 - mo 01.01.2024 14:00  3 floors techno / hardtechno / deephouse / techhouse / psychedelic trance / progressive goa     mainfloor techno / hardtechno 22:00 - 14:00  felix kröcher  klaudia gawlas  pappenheimer  kerstin eden  wndrlst  stefano trombini  tom h  j.o.h.n & nora  aaron schwarz  valorin     second floor deephouse / techhouse 22:00 – 12:00     fenomen  ned o neal    miss torn  daniro  florian defunes  baschgi schuub  dominik auderset  cora s fera & rafael gonzo  marcel kaiser     3.rd floor psychedelic trance / progressive goa 22:00 – 08:00  solearis  subconscient b2b nemok6  tschespito  sensorzero  dodo fatale aka phønix  venom b2b rossi ddos  damage  stinus  deco by sensaris     18 years +  mit vorverkaufticket garantierter eintritt in max 40 min  with presaletickets gauranteed entry in max 40 min  one way entry till 03:00  eintritt kann auch mit vorverkaufticket verweigert werden.  entry can be refused also with presaleticket.     das borderline ist wieder zurück und damit auch borderline electronic new years eve  borderline electronic new years um es auf den punkt zu bringen, ist am silvesterabend, in sachen elektronische musik, schlichtweg das beste club festival ... 								 									 mehr anzeigen 								 							 							 																	borderline electronic new years eve  su 31.12.2023 22:00 - mo 01.01.2024 14:00  3 floors techno / hardtechno / deephouse / techhouse / psychedelic trance / progressive goa     mainfloor techno / hardtechno 22:00 - 14:00  felix kröcher  klaudia gawlas  pappenheimer  kerstin eden  wndrlst  stefano trombini  tom h  j.o.h.n & nora  aaron schwarz  valorin     second floor deephouse / techhouse 22:00 – 12:00     fenomen  ned o neal    miss torn  daniro  florian defunes  baschgi schuub  dominik auderset  cora s fera & rafael gonzo  marcel kaiser     3.rd floor psychedelic trance / progressive goa 22:00 – 08:00  solearis  subconscient b2b nemok6  tschespito  sensorzero  dodo fatale aka phønix  venom b2b rossi ddos  damage  stinus  deco by sensaris     18 years +  mit vorverkaufticket garantierter eintritt in max 40 min  with presaletickets gauranteed entry in max 40 min  one way entry till 03:00  eintritt kann auch mit vorverkaufticket verweigert werden.  entry can be refused also with presaleticket.     das borderline ist wieder zurück und damit auch borderline electronic new years eve  borderline electronic new years um es auf den punkt zu bringen, ist am silvesterabend, in sachen elektronische musik, schlichtweg das beste club festival der schweiz.  techno, hardtechno, deephouse, techhouse, progressive & psychedelic trance auf 3 verschiedene floors vom 31.12.2023 22:00 bis zum 01.01.2024 14:00!  felix kröcher, klaudia gawlas, pappenheimer, kerstin eden & wndrlst stehen als headliners dieser 2023er ausgabe.  die kapazität ist sehr limitiert, es wird dringend empfohlen vorverkauftickets zu nützen, abendkasse gibt es nur, wenn noch vorhandene kapazität da ist.  we wish you a nice closing 2023 and happy new year!     the borderline is back and with it borderline electronic new years eve.  borderline electronic new years, to get to the point, is simply the best electronic music club festival in switzerland on new year's eve.  techno, hardtechno, deephouse, techhouse, progressive & psychedelic trance on 3 different floors from december 31st, 2023 10:00 p.m. to january 1st, 2024 2:00 p.m.!  felix kröcher, klaudia gawlas, pappenheimer, kerstin eden & wndrlst are the headliners of this 2023 edition.  the capacity is very limited, it is strongly recommended to use presale tickets, the box office is only available if there is still capacity.  we wish you a nice closing 2023 and happy new year!    									 										 weniger anzeigen",32.0,"Borderline, Hagenaustrasse 29, Basel, CH",Party / Electro,2023-12-31,22:00,,,0,3791.0
1600,1699956859-12,Silvester,new goggeien club präsentiert silvester party! - ab 18 jahren - abendkasse 15.- - dj s)killz & dj fly-d - shuttlebus verfügbar,7.5,"New Goggeien Club, Bergstrasse 3370, Flums, CH",Party / Silvesterparty,2023-12-31,22:00,05:00,25200.0,0,126.0
1601,1699956862-13,Silvesterparty Presswerk Arbon 2023,"silvester unter freunden  am 31.12.2023 lassen wir gemeinsam die korken knallen!  pyroshow, confetti guns & countdown wall  ! special edition 80er 90er party !  michael jackson, depeche mode, queen, abba, madonna, a-ha, the police, bon jovi, eurythmics, prince, roxette, red hot chili peppers, u2, nirvana und und und..  ach wie war das schön – wir schwelgen in erinnerungen und lassen deshalb die guten alten zeiten wieder aufleben!  dj piccolo wählt an diesem abend für euch die besten stücke aus den 80igern und 90igern aus.  wir freuen uns auf euch!  (keine rückerstattung: die tickets können auf eine andere person übertragen aber nicht rückerstattet werden.)  vvk: chf 20.00  abendkasse: chf 25.00 (solange vorrat)",20.0,"Kulturzentrum Presswerk, Hamelstrasse 15, Arbon, CH",Party / Silvesterparty,2023-12-31,22:00,04:00,21600.0,0,720.0
1602,1699956864-14,Fck NYE w/ STAHLBOX37  2 FLOORS,"liebe raver-freunde     das alte jahr neigt sich dem ende zu. für die einen ein segen, für die anderen ein fluch. aber egal was es schlussendlich ist, das neujahr gibt uns einen verdammt guten grund, den grössten rave des jahres zu feiern (also ist es doch ein segen, oder?). stahlbox37 wird dir und deiner crew einen unvergesslichen abend bescheren und dafür sorgen, dass ihr alle nicht nur gut, sondern richtig geil ins neue jahr rutschen werdet.     ihr könnt euch auf das beste line-up ever und zwei floors mit hypnotisierender hardtechno-musik freuen! sichert euch bereits jetzt eure tickets, damit einer grossartigen party nichts mehr im weg steht!  ​​​​​​",30.0,"Wunderbox ZURICH, Brauerstrasse 37, Zürich, CH",Party / House & Techno,2023-12-31,22:00,,,0,662.0
1603,1699956866-15,"Silvester im Terminus | Open Format, 90er, 2000er & Charts","silvester im terminus | open format, 90er, 2000er & charts    dj: spino   soundline: open format (90er, 2000er und aktuelle hits/charts aus allen genres)   -----------------------------------------------------------------  vorverkauf: 25.- (eventfrog.ch)  abendkasse: 30.-   -----------------------------------------------------------------  lasst uns gemeinsam unsere neujahrsvorsätze gleich in der ersten nacht brechen ;-)   -----------------------------------------------------------------  🥳 reserviere eine lounge für dich und deine freunde. 🥳  🍾🍾 ihr geniesst bevorzugten und reduzierten eintritt: club@terminus.ch  🍾🍾  die lounges kosten nichts, es gilt einfach eine mindestkonsumation je nach anzahl gästen.  -----------------------------------------------------------------",15.0,"Terminus Club, Froburgstrasse 7, Olten, CH",Party / Charts & Open Format,2023-12-31,22:00,04:00,21600.0,0,782.0
1604,1699956868-16,SILVESTER FREINACHT,"silvester freinacht  31.12.2023 // 22:00 - end    silvester bedeutet freinacht! grund, einmal mehr alle korken knallen zu lassen und bis in den frühen morgen zu tanzen! nach einem intensiven und unvergesslichen jahr 2022 sind wir einmal mehr wieder am ende angelangt! danke für 66 lange nächte, 500+ stunden und 367 dj-sets welche wir zusammen feiern durften<3     um dieses jahr gebürtig abschliessen zu können laden wir ein zur silvester freinacht zu uns in haus ein. getanzt wird an diesem besonderen tag bereits früher und länger - & zwar auf allen floors! die türen zum neuen jahr öffnen sich bei uns bereits um 22:00. come early!    line-up:  to be announced    tickets available on www.eventfrog.ch & at the doors!    no sexism  no racism  no hate",21.9,"KINKER, Barcelona-Strasse 4, Münchenstein, CH",Party / House & Techno,2023-12-31,22:00,,,0,754.0
1605,1699956871-17,Sauvage Off 'New Years Eve' at Halle 622,"sauvage off ""new years eve"" at halle 622  sunday 31th december 2023 | 18+ | doors 22-end  neujahr - silvester - new year  therese-giehse-strasse 10, 8050 zürich  whatsapp chat: jetzt beitreten instagram: follow us website: www.sauvagemusique.ch    line up: fideles, hosh, brina knauss, josh gigante, read the news, vanita    sauvage off steht für spektakuläre off-locations, internationale top-djs und eine moderne produktion. aber auch für die beste crowd in town. nach besuchen der werft wollishofen, der gessnerallee, der streetparade sowie auch dem flughafen zürich freuen wir uns für die neujahrs-nacht die spektakuläre halle 622 hosten zu dürfen.    achtung:  - das zutrittsalter zum event ist ab 18 jahren. bringt unbedingt einen amtlichen ausweis mit  - der eintritt vor ort gilt als one-way  - die halle 622 ist direkt am bahnhof oerlikon  - wir empfehlen die anreise mit den öffentlichen verkehrsmitteln  - vor ort hat es keine parkplätze  - schliessfächer dienen als garderobe  - für verpflegung vor ort ist gesorgt    vip/backstage tickets:  - separater eingang  - zugang zur dj-stage  - separate bar & toiletten  jetzt am wettbewerb teilnehmen    lounges & infos:  - die lounges befinden sich auf dem balkon/gallerie  - sicht auf dj-stage  - zugang nur für lounge-gäste    lounge ... 								 									 mehr anzeigen 								 							 							 																	sauvage off ""new years eve"" at halle 622  sunday 31th december 2023 | 18+ | doors 22-end  neujahr - silvester - new year  therese-giehse-strasse 10, 8050 zürich  whatsapp chat: jetzt beitreten instagram: follow us website: www.sauvagemusique.ch    line up: fideles, hosh, brina knauss, josh gigante, read the news, vanita    sauvage off steht für spektakuläre off-locations, internationale top-djs und eine moderne produktion. aber auch für die beste crowd in town. nach besuchen der werft wollishofen, der gessnerallee, der streetparade sowie auch dem flughafen zürich freuen wir uns für die neujahrs-nacht die spektakuläre halle 622 hosten zu dürfen.    achtung:  - das zutrittsalter zum event ist ab 18 jahren. bringt unbedingt einen amtlichen ausweis mit  - der eintritt vor ort gilt als one-way  - die halle 622 ist direkt am bahnhof oerlikon  - wir empfehlen die anreise mit den öffentlichen verkehrsmitteln  - vor ort hat es keine parkplätze  - schliessfächer dienen als garderobe  - für verpflegung vor ort ist gesorgt    vip/backstage tickets:  - separater eingang  - zugang zur dj-stage  - separate bar & toiletten  jetzt am wettbewerb teilnehmen    lounges & infos:  - die lounges befinden sich auf dem balkon/gallerie  - sicht auf dj-stage  - zugang nur für lounge-gäste    lounge packages:  - 1. reihe : chf 2500.- (10 tickets und chf 1800 getränkekonsum inbegriffen)  - 2. reihe : chf 2000.- (10 tickets und chf 1300 getränkekonsum inbegriffen)  anfragen via -> bm@future-events.ch 									 										 weniger anzeigen",29.0,"Halle 622, Therese-Giehse-Strasse 10, Zürich, CH",Party / Electro,2023-12-31,22:00,,,0,2905.0
1606,1699956873-18,SilvesterCrash Aargau/Solothurn,"🚨 grosser silvester crash - aargau/ solothurn xxl🚨  auch dieses jahr wieder in eine neue runde. hype events organisiert die grössten silvesterpartys der schweiz. der grösste silvester der schweiz, bedeutet nicht's geringeres als eine silvester-countdown kracher superlative die du einfach erleben musst mit indoor-feuerwerk und vielem mehr! weihnachten ist vorüber, die kilos um den bauch haben auch wieder zugesetzt. die letzten familienfeste sind nun auch endlich vorüber und wir sind endlich ready für den jahreswechsel. dieser lässt sich für alle zwischen 16 und 25 jahren nur im hermil club feiern an der exklusivsten silvesterparty der deutschschweiz.   eine party, die so viel freude streut, wie du dir das in deinem leben nicht hättest erträumen können. wir organisieren nicht irgendeine kleine party an silvester, wir wollen den härtesten event aller zeiten! 1000 menschen, die live und gemeinsam den countdown runterzählen, ins 2023 eskalieren. #collectmomentsnotthings #newyearseve #hypeevents wir freuen uns.  no id - no entry - ab 16 jahren  wir können aus gesetzlichen gründen nur id, pass, ausländerausweis & führerausweis akzeptieren. keine kopien und auch nicht als bild auf dem handy! unsere partys sind für jugendliche von 16 jahren bis maximal 25 jahre. der ... 								 									 mehr anzeigen 								 							 							 																	🚨 grosser silvester crash - aargau/ solothurn xxl🚨  auch dieses jahr wieder in eine neue runde. hype events organisiert die grössten silvesterpartys der schweiz. der grösste silvester der schweiz, bedeutet nicht's geringeres als eine silvester-countdown kracher superlative die du einfach erleben musst mit indoor-feuerwerk und vielem mehr! weihnachten ist vorüber, die kilos um den bauch haben auch wieder zugesetzt. die letzten familienfeste sind nun auch endlich vorüber und wir sind endlich ready für den jahreswechsel. dieser lässt sich für alle zwischen 16 und 25 jahren nur im hermil club feiern an der exklusivsten silvesterparty der deutschschweiz.   eine party, die so viel freude streut, wie du dir das in deinem leben nicht hättest erträumen können. wir organisieren nicht irgendeine kleine party an silvester, wir wollen den härtesten event aller zeiten! 1000 menschen, die live und gemeinsam den countdown runterzählen, ins 2023 eskalieren. #collectmomentsnotthings #newyearseve #hypeevents wir freuen uns.  no id - no entry - ab 16 jahren  wir können aus gesetzlichen gründen nur id, pass, ausländerausweis & führerausweis akzeptieren. keine kopien und auch nicht als bild auf dem handy! unsere partys sind für jugendliche von 16 jahren bis maximal 25 jahre. der einlass für ältere personen wird verweigert.     book your vip lounge:  du hast geburtstag, möchtest eine bestandene prüfung, einen jahrestag, einen gewonnen match mit deinen freunden oder freundinnen feiern? kein problem, wir haben die ultimativen lounge-packages für dich erfunden welche du bequem unter folgender nummer: 079 903 46 64    									 										 weniger anzeigen",,"HERMIL CLUB, Mühlegasse 6, Olten, CH",Party / Silvesterparty,2023-12-31,22:00,04:00,21600.0,0,3013.0
1607,1699956876-19,Helga - Silvesterdisko,"flowerpower, funk&soul, 80er, ndw, rock, britpop, balkan, reggae, latin, grunge und italo-pop. voilà. das kollektiv helga macht vor keiner musikrichtung halt. ist aber immer mit stil und würde bei der sache. die djs spielen ihre lieblingslieder, das bar- und kassen-team tanzt beschwingt mit. die musik ist querbeet von früher bis heute, von nah bis fern, von leicht bis laut. stets euphorisch und fröhlich. termine und infos gibt es hier: www.helgatanzt.ch.",25.0,"Kulturhof Schloss Köniz | Rossstall, Muhlernstrasse 11, Köniz, CH",Party / Silvesterparty,2023-12-31,22:00,02:30,16200.0,0,458.0
1608,1699956878-20,THE BIGGEST LATIN NEW YEAR EVE 23 • KOMPLEX 457,"am 31. dezember 2023, ab 22.00 uhr, verschmilzt das beste aus dem zürcher nachtleben zu einem grandiosen silvestererlebnis im komplex 457.  unter dem gemeinsamen banner von caliente! und noite brasileira, zwei der renommiertesten veranstalter im latin-bereich, wird eine nacht zelebriert, die in erinnerung bleibt.  mit unterstützung der namhaften labels tiempolatino, flow rd, latin sunset, big silvester revolution und calenton entsteht eine eindrucksvolle fusion aus leidenschaft, rhythmus und kultur. diese wandelt den musikpalast in einen pulsierenden latin-tempel voller lebensfreude und feuriger rhythmen!  diese herausragende zusammenarbeit verwandelt das komplex 457 in ein lebendiges ""barrio"", das die unverwechselbare atmosphäre der strassen von rio, havana und santo domingo einfängt.  bereiten sie sich auf die grösste latin silvester party der schweiz vor, ein atemberaubendes spektakel, das von erstklassigen dj’s und showacts geprägt ist. ein abend, der echten latin fans einen unvergleichlichen jahresausklang verspricht.  mit klängen von reggaeton, latin hits, baile funk, brasil hits, salsa, bachata und vielen mehr, die über drei floors verteilt sind, wird jeder besucher animiert, das neue jahr mit schwung und elan zu begrüssen.  wir freuen uns darauf, gemeinsam mit ihnen im ... 								 									 mehr anzeigen 								 							 							 																	am 31. dezember 2023, ab 22.00 uhr, verschmilzt das beste aus dem zürcher nachtleben zu einem grandiosen silvestererlebnis im komplex 457.  unter dem gemeinsamen banner von caliente! und noite brasileira, zwei der renommiertesten veranstalter im latin-bereich, wird eine nacht zelebriert, die in erinnerung bleibt.  mit unterstützung der namhaften labels tiempolatino, flow rd, latin sunset, big silvester revolution und calenton entsteht eine eindrucksvolle fusion aus leidenschaft, rhythmus und kultur. diese wandelt den musikpalast in einen pulsierenden latin-tempel voller lebensfreude und feuriger rhythmen!  diese herausragende zusammenarbeit verwandelt das komplex 457 in ein lebendiges ""barrio"", das die unverwechselbare atmosphäre der strassen von rio, havana und santo domingo einfängt.  bereiten sie sich auf die grösste latin silvester party der schweiz vor, ein atemberaubendes spektakel, das von erstklassigen dj’s und showacts geprägt ist. ein abend, der echten latin fans einen unvergleichlichen jahresausklang verspricht.  mit klängen von reggaeton, latin hits, baile funk, brasil hits, salsa, bachata und vielen mehr, die über drei floors verteilt sind, wird jeder besucher animiert, das neue jahr mit schwung und elan zu begrüssen.  wir freuen uns darauf, gemeinsam mit ihnen im komplex 457 eine unvergessliche, friedliche und bunte silvesternacht zu verbringen.  vip tickets  geniesse mit einem vip ticket einen bevorzugten einlass, einen gratis drink, separate vip garderobe und einen gemütlichen abend im exklusiven vip bereich auf der galerie.  lounges  geniesse einen unvergesslichen abend in einer unserer bequemen lounges. eine exklusive lounge bei uns kostet keine miete, es wird bloss eine mindestkonsumation verlangt. beim grössten latin event des jahres, besteht die möglichkeit, folgende lounges zu reservieren:  standard lounge chf 1000 à 10 personen*  vip stage lounge chf 2000 à 10 personen*  super vip lounge chf 2500 à 15 personen*  *die preise verstehen sich exkl. eintritt  rückerstattung  eine rücknahme oder ein umtausch von tickets ist ausgeschlossen, ausser im fall einer absage oder verschiebung einer veranstaltung.    									 										 weniger anzeigen",35.0,"Komplex 457, Hohlstrasse 457, Zürich, CH",Party / Silvesterparty,2023-12-31,22:00,06:00,28800.0,0,3577.0
1609,1699956880-21,NEW YEAR'S EVE by Bad Attitude @Urban Club Zürich,"new years eve by bad attitude  sonntag 31. dezember im urban club zürich  10 djs • 2 parties • 2 floors • 1 eintritt (inkl. afterhour + montagsparty)  .  die silvester party des jahres steht unmittelbar bevor, und bad attitude lädt dich herzlich dazu ein, das alte jahr zu verabschieden und das neue jahr mit einem knall zu begrüßen! dieses jahr versprechen wir eine unvergessliche nacht voller spaß, musik und aufregender überraschungen.  du liebst hiphop? latin? oder doch afrobeats & amapiano? dann bist du bei uns genau richtig!  wir feiern über 10 stunden auf 2 floors im herzen von zürich und verwöhnen dich mit den besten music hits.   .  ➜ 1st floor: hiphop • urban latin   ➜ 2nd floor: afrobeats • amapiano   .  special:  afterhour till 08am + montagsparty am 01.januar 2023. mit deinem silvestertickt erhällst du einen gratis eintritt am kommenden tag.   .  vorverkauf:  sichere dir jetzt dein ticket auf www.eventfrog.ch/newyearbad und profitiere von einem schnelleren bevorzugter eingang.   .  lounges/tisch reservation:  lounges erhalten einen separaten eingang, ohne anstehen. wähle jetzt deine lieblingslounge für deine silvester nacht.    - dancefloor chf 550.- mindestkonsum  - empore vip chf 800.- mindestkonsum  - gallery ... 								 									 mehr anzeigen 								 							 							 																	new years eve by bad attitude  sonntag 31. dezember im urban club zürich  10 djs • 2 parties • 2 floors • 1 eintritt (inkl. afterhour + montagsparty)  .  die silvester party des jahres steht unmittelbar bevor, und bad attitude lädt dich herzlich dazu ein, das alte jahr zu verabschieden und das neue jahr mit einem knall zu begrüßen! dieses jahr versprechen wir eine unvergessliche nacht voller spaß, musik und aufregender überraschungen.  du liebst hiphop? latin? oder doch afrobeats & amapiano? dann bist du bei uns genau richtig!  wir feiern über 10 stunden auf 2 floors im herzen von zürich und verwöhnen dich mit den besten music hits.   .  ➜ 1st floor: hiphop • urban latin   ➜ 2nd floor: afrobeats • amapiano   .  special:  afterhour till 08am + montagsparty am 01.januar 2023. mit deinem silvestertickt erhällst du einen gratis eintritt am kommenden tag.   .  vorverkauf:  sichere dir jetzt dein ticket auf www.eventfrog.ch/newyearbad und profitiere von einem schnelleren bevorzugter eingang.   .  lounges/tisch reservation:  lounges erhalten einen separaten eingang, ohne anstehen. wähle jetzt deine lieblingslounge für deine silvester nacht.    - dancefloor chf 550.- mindestkonsum  - empore vip chf 800.- mindestkonsum  - gallery vip chf 1250.- mindestkonsum  bei uns gilt die regel first come, first served!    das urban club team freut sich auf die grosse feier mit über 1200 besucher! bei fragen stehen wir dir gerne jederzeit direkt über whatsapp zur verfügung. +41 76 388 23 57  ________________________________________________________________________________  ort: löwenstrasse 2, 8001 zürich  start: 22:00 uhr - 08:00 uhr  alter: 18+ 									 										 weniger anzeigen",24.9,"Urban Vior, Löwenstrasse 2, Zürich, CH",Party / Hip-Hop & Rap,2023-12-31,22:00,,,0,3009.0
