web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1701176906-551","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Merry Christmas mit Heidi Happy
									Dienstag, 12. Dezember, 20:00
								Chollerhalle, Zug (CH)","https://eventfrog.ch/de/p/konzert/merry-christmas-mit-heidi-happy-7130196415343446585.html","Merry Christmas mit Heidi Happy","","Dienstag, 12. Dezember, 20:00","Di., 12. Dezember 2023","Heidi Happy und Ephrem Lüchinger versüssen mit ihrem Weihnachtsprogramm „Merry Christmas with Heidi Happy“ unsere Adventszeit. Amerikanische Weihnachtsklassiker verzaubern mit vollkommener Schönheit, denn Heidis warme Stimme entfaltet dank der verspielten Klavierbegleitung ihres Lieblingspianisten Ephrem Lüchinger ihre ganze Wirkung. Die Romantik der allseits bekannten Melodien wird voll ausgeschöpft, indem grossartig orchestrierte Interpretationen wie Dean Martins „Let It Snow“ oder Frank Sinatras „Walking In A Winter Wonderland“ auf das Wesentliche reduziert werden: Heidis sanfte Stimme und ein virtuoses Piano. Dieses beindruckende Zusammenspiel bietet ein innig berührendes Erlebnis und verwandelt Weihnachtsverschmäher in Schwärmer. Zum Geniessen, Zurücklehnen und in schönen Erinnerungen schwelgen.","","Chollerhalle, Chamerstrasse 177, Zug, CH","Konzert","20:00 Uhr
									
																			- 
										21:30 Uhr"
"1701176908-552","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Volkstümliche Weihnacht
									Dienstag, 12. Dezember, 19:30
								KKL | Konzertsaal, Luzern (CH)","https://eventfrog.ch/de/p/konzert/schlager-volksmusik/volkstuemliche-weihnacht-7063841621536594693.html","Volkstümliche Weihnacht","","Dienstag, 12. Dezember, 19:30","Di., 12. Dezember 2023","Volkstümliche Weihnacht
 
 Kinderjodelchörli Mosnang
 Stefan Segmüller, Leitung
 Gasterländer Blasmusikanten
 Rolf Gmür, Leitung
 Jodlerklub, N.N.
 Markus Kühnis, Orgel
 Peter Fischli, Glarner Dialekt-Geschichten
 
 Auf der weihnächtlich inszenierten KKL Bühne feiern die Mädchen und Buben des Kinderjodelchörlis Mosnang mit ihren hellen Stimmen das Fest der Liebe und des Lichtes. Böhmische und swingende Klänge der Gasterländer Blasmusikanten sowie filigrane und klanggewaltige Orgelmusik, gespielt von Markus Kühnis, wechseln sich ab mit den kräftigen und sonoren Männerstimmen des Jodlerklubs Wattwil. Zwischen weihnächtlich gefärbter Volkskultur aus dem Toggenburg und dem Gasterland liest der charismatische Glarner Schauspieler und Sprecher Peter Fischli Geschichten in Glarner Dialekt und verbindet damit ein einzigartiges, herzerwärmendes Festprogramm nach Toggenburger und Gasterländer Art zu einem exklusiven musikalisch-weihnachtlichen Miteinander! Urschweizerische und andere Klänge erstrahlen im Sternenglanz und machen dieses Konzert zu einem Ohrenschmaus.
 
 Programmdetails folgen","","KKL | Konzertsaal, Europaplatz 1, Luzern, CH","Konzert / Schlager & Volksmusik","19:30 Uhr
									
																			- 
										21:50 Uhr"
"1701176910-553","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Eventgruppe
				
					
		

							
					Nov - Dez
					28 - 12
				
			
			
				Ensemble Proton
									2 Events
								Dampfzentrale, Bern (CH)","https://eventfrog.ch/de/p/gruppen/ensemble-proton-7119969480768207199.html","Ensemble Proton","Eventgruppe","2 Events","Di., 28. November 2023 -
Di., 12. Dezember 2023","Das Ensemble Proton Bern ist ein künstlerisches Kollektiv im Bereich der zeitgenössischen klassischen Musik und besteht seit über zehn Jahren. Die acht Musiker*innen besitzen einen neugierigen Forschergeist, der jedes ihrer Programme prägt. Uraufführungen gehören seit der Gründung zur Spezialität ihrer Arbeit. Ein besonderes Anliegen ist dem Ensemble Proton die Förderung von jungen Komponist*innen, die am Anfang ihres Werdegangs stehen. Dafür wurde die Plattform Protonwerk geschaffen. Als Ensemble in Residence der Berner Dampfzentrale bespielt das Ensemble vier- bis sechsmal pro Saison die Bühne am Ufer der Aare. Regelmässig ist es aber auch in Basel (Gare du Nord), Zürich (Kunstraum Walcheturm), Genf und Luzern zu hören. Oft erreichen Einladungen zu nationalen und internationalen Gastspielen das Ensemble. Konzerte des Ensemble Proton Bern in der Dampfzentrale 2023: 20. Juni: Neue Musik aus der Ukraine 3. Oktober: Upcycling 28. November: Gastensemble 12. Dezember: Platzen, platzen, platzen","","","","Beginn:
																	
										19:30 Uhr"
"1701176912-554","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				12
			
			
			
				The Casualties & Billy Albi
									Dienstag, 12. Dezember, 19:30
								Musigburg, Aarburg (CH)","https://eventfrog.ch/de/p/konzert/punk/the-casualties-billy-albi-7092803093092317565.html","The Casualties & Billy Albi","","Dienstag, 12. Dezember, 19:30","Di., 12. Dezember 2023","The Casualties wurden in den frühen 90er Jahren auf den harten Straßen der Lower East Side in New York City gegründet und sind eine ikonische Streetpunk-Band. Seit drei Jahrzehnten veröffentlichen The Casualties ununterbrochen Alben und tourten durch die Welt von Guatemala bis Estland. „Man muss eine gute Live-Band sein, um zu überleben“, sagt Jake Kolatis, der führende Gitarrist der Band seit 1993. Mit der Veröffentlichung ihres ersten Albums „For The Punx“ im Jahr 1997. Die Energie der Band auf der Bühne und Hardcore-Fans von The Casualties Die Armee ist in brennender, ständiger Wanderbewegung. 2018 rekrutierte die Band David Rodriguez als neuen Sänger und Frontmann von The Casualties. Mit neuer Energie und Reiselust veröffentlichte die Band „Written In Blood“. Dieses Album kam so gut an, dass die Plattenfirma mit der Nachfrage nicht Schritt halten konnte. Kurz darauf wurde mit Volldampf „Until Death“ veröffentlicht – eine Sammlung zuvor veröffentlichter Ripper mit der neuen Besetzung. Während die Band in den Sommer 2023 geht, schreibt sie weiterhin Musik für ein neues Album, das 2024 erscheinen soll. Derzeit bereiten wir uns auf eine komplette Europatournee im Herbst vor. Für eine echte Punkband gibt es in der heutigen verfallenden Welt kein Tempo, und The Casualties werden ...
								
									 mehr anzeigen
								
							
							
																	The Casualties wurden in den frühen 90er Jahren auf den harten Straßen der Lower East Side in New York City gegründet und sind eine ikonische Streetpunk-Band. Seit drei Jahrzehnten veröffentlichen The Casualties ununterbrochen Alben und tourten durch die Welt von Guatemala bis Estland. „Man muss eine gute Live-Band sein, um zu überleben“, sagt Jake Kolatis, der führende Gitarrist der Band seit 1993. Mit der Veröffentlichung ihres ersten Albums „For The Punx“ im Jahr 1997. Die Energie der Band auf der Bühne und Hardcore-Fans von The Casualties Die Armee ist in brennender, ständiger Wanderbewegung. 2018 rekrutierte die Band David Rodriguez als neuen Sänger und Frontmann von The Casualties. Mit neuer Energie und Reiselust veröffentlichte die Band „Written In Blood“. Dieses Album kam so gut an, dass die Plattenfirma mit der Nachfrage nicht Schritt halten konnte. Kurz darauf wurde mit Volldampf „Until Death“ veröffentlicht – eine Sammlung zuvor veröffentlichter Ripper mit der neuen Besetzung. Während die Band in den Sommer 2023 geht, schreibt sie weiterhin Musik für ein neues Album, das 2024 erscheinen soll. Derzeit bereiten wir uns auf eine komplette Europatournee im Herbst vor. Für eine echte Punkband gibt es in der heutigen verfallenden Welt kein Tempo, und The Casualties werden da sein, um es klanglich anzufachen! 
BILLY ALIBI – Punkrock aus der Zentralschweiz. Wir spielen selten langsam und leise, dafür meist schnell und laut. Gute Technik, schöne Harmonien und lyrische Ergüsse, suchst Du bei uns vergebens. Du findest dafür: Herzblut und Passion gepaart mit ein wenig Humor und (Selbst-)Ironie. 
Magst Du gerne Harfen? Ist ein Keyboard das Grösste für Dich? Dann bist Du hier bei der total falschen Band! 
DAS IST PUNKROCK! WIR SIND BILLY ALIBI AUS SURSEE!
									
										 weniger anzeigen","CHF 28.00","Musigburg, Bahnhofstrasse 40, Aarburg, CH","Konzert / Punk","19:30 Uhr
									
																			- 
										23:00 Uhr"
"1701176914-555","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Italianità
									Dienstag, 12. Dezember, 19:30
								Häbse-Theater, Basel (CH)","https://eventfrog.ch/de/p/konzert/italianita-7126183669106986849.html","Italianità","","Dienstag, 12. Dezember, 19:30","Di., 12. Dezember 2023","In der verzaubernden Serie ""Italianità"" erwacht an den Sonntagen die unvergleichliche Seele Italiens zum Leben. Unter der meisterhaften Führung von Gaetano Adornetto, seiner eingespielten fünfköpfigen Band und erlesenen Gästen, entfaltet sich ein musikalisches Märchen. Gemeinsam lassen sie die zauberhaftesten Melodien des italienischen Liedguts erklingen und weben dabei ein fesselndes Netz aus Wissen über die Lieder und die tiefbewegenden Geschichten, die sie erzählen. Während der Pause erwartet Sie eine verlockende Auswahl warmer und kalter, unverkennbar italienischer und spanischer Delikatessen, die Ihre Sinne auf eine kulinarische Reise entführen werden. Der charismatische ""Secondo"", Gaetano Adornetto, öffnet die Pforten zu einem musikalischen Fest der Sinne und lädt Sie ein, sich gemeinsam mit seiner Band an mehreren Sonntagen in diesem Jahr von der unvergleichlichen ""Italianità"" verzaubern zu lassen. Spüren Sie, wie Ihre Stimmen sich leidenschaftlich in den Klang der Musik einweben und so Teil eines lebendigen Meisterwerks werden.","","Häbse-Theater, Klingentalstrasse 79, Basel, CH","Konzert","19:30 Uhr"
"1701176916-556","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Rossano Sportiello / Harry Allen Trio
									Dienstag, 12. Dezember, 19:30
								Marians Jazzroom, Bern (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/rossano-sportiello-harry-allen-trio-7129843951448595627.html","Rossano Sportiello / Harry Allen Trio","","Dienstag, 12. Dezember, 19:30","Di., 12. Dezember 2023","Rossano Sportiello ist ein höchst swingender und beliebter Pianist. Er spielte mit Clark Terry, Kenny Davern, Bucky Pizzarelli, Warren Vaché, Howard Alden, Bill Charlap, Dick Hyman und vielen mehr! Diese Woche mit dabei ist Harry Allen. Harry ist einer der swingendsten Mainstream Jazz-Saxophonisten und spielte mit Musikern wie Rosemary Clooney, Harry „Sweets“ Edison, Tommy Flanagan, Kenny Barron und vielen mehr.","","Marians Jazzroom, Engestrasse 54a, Bern, CH","Konzert / Jazz & Blues","19:30 Uhr"
"1701176918-557","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Show im Chalet
									Dienstag, 12. Dezember, 19:30
								Chalet Gipfeltreff, Lyss (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/show-im-chalet-7134975561751820033.html","Show im Chalet","","Dienstag, 12. Dezember, 19:30","Di., 12. Dezember 2023","Zum Jahresabschluss spielt die MG Lyss im Chalet Gipfeltreff auf dem Glaserplatz in Lyss – analog, unplugged und roh. Erlebe die Brasspop-Band einmal ungefiltert, geniesse dazu ein tolles Fondue und stosse mit uns auf die Adventszeit an. 
Wir empfehlen dir, einen Tisch zu reservieren: 079 706 10 99 oder chalet-gipfeltreff.ch/reservationen","","Chalet Gipfeltreff, Hirschenplatz 1A, Lyss, CH","Konzert / Pop & Rock","19:30 Uhr"
"1701176920-558","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Eventgruppe
				
					
		

						
				bis Dez
				12
			
			
			
				Oerlijam Unplugged
									2 Events
								Galotti, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/oerlijam-unplugged-7110781451801435822.html","Oerlijam Unplugged","Eventgruppe","2 Events","Di., 28. November 2023 -
Di., 12. Dezember 2023","Am Oerliker Jam unplugged treffen sich regelmäßig Musikant:innen unterschiedlicher Niveaus zum gemeinsamen Musizieren. Im Fokus steht traditionelle und aktuelle Volksmusik aus aller Welt. Eine relativ konstante Kerngruppe erarbeitet ein Repertoire aus Songs und Tunes. Neue Teilnehmer*innen und spontane Gäste sind jederzeit willkommen. Musiziert wird grundsätzlich akustisch. Die Sessions finden vierzehntägig jeweils am Dienstag von 19.15–21.30 Uhr statt. Eine Anmeldung an hersche@galotti.ch ist nicht erforderlich, aber immer willkommen.","","","","Beginn:
																	
										19:15 Uhr"
"1701176922-559","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Tickets
							
					
		

						
				Dez
				12
			
			
			
				Eli Preiss
									Dienstag, 12. Dezember, 19:00
								Exil, Zürich (CH)","https://eventfrog.ch/de/p/konzert/hip-hop-rap/eli-preiss-7096839517651293397.html","Eli Preiss","","Dienstag, 12. Dezember, 19:00","Di., 12. Dezember 2023","Eli Preiss ist real – eine junge Wiener Musikerin, die wortwörtlich an die Grenzen der Realität geht. Spätestens seit der ""WIE ICH BLEIB"" EP mit dem Hit ""Nimmasatt"" (feat. ""makko"", ""prodbypengg"") ist klar, dass Eli Preiss im Game aufgeht. 
Und das nicht nur im metaphorischen Sinn – mit ihrem Debut Album ""LVL UP"" hob sie sich weit mehr als nur +1 über das Digitale hinaus. Im Zentrum ihrer kreativen Arbeit steht neben dem Texten auch die Mitgestaltung und Konzeption der eigenen Videos. Inhaltlichen Schwerpunkt bilden dabei vor allem der Wunsch und das Streben nach Selbstbestimmung, sowie die eigene Rolle als Frau in der Gesellschaft. 
Dass diese Themen allerdings nicht immer explizit genannt, sondern auch gekonnt implizit in das Gesamtwerk der Singer/Songwriterin eingearbeitet werden, zeigt die Wienerin mit bulgarischen Wurzeln immer wieder aufs Neue. So zum Beispiel am 12. Dezember 2023 wenn sie ihren frischen Sound durchs EXIL vibireren lässt.","CHF 35.00","Exil, Hardstrasse 245, Zürich, CH","Konzert / Hip-Hop & Rap","19:00 Uhr"
"1701176924-560","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Tuesday Night Unplugged
									Dienstag, 12. Dezember, 19:00
								Hafenkneipe, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/tuesday-night-unplugged-7115681880314159306.html","Tuesday Night Unplugged","","Dienstag, 12. Dezember, 19:00","Di., 12. Dezember 2023","Singer/Songwriter, Acoustic. Dienstags, einmal monatlich, laden Mark und Alex von der Zürcher Band Redwood zu einer All-Acoustic Night in die Hafenkneipe ein, spielen einige Songs plus viele Covers, die gerne auch vor Ort gewünscht werden dürfen. Immer mit dabei, verschiedene Gäste aus der lokalen und internationalen Musikszene.","","Hafenkneipe, Militärstrasse 12, Zürich, CH","Konzert / Pop & Rock","19:00 Uhr"
"1701176926-561","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				12
			
			
			
				Just Strings
									Dienstag, 12. Dezember, 18:00
								Lebewohlfabrik, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/just-strings-7134966386095280291.html","Just Strings","","Dienstag, 12. Dezember, 18:00","Di., 12. Dezember 2023","Georges Burki (vio), Javier Leutenegger (p) und Paul Studer (b) grooven über Gypsy Jazz, Bebop Standards und Eigenkompositionen. Elder statesman Georges Burki (Violine) und die rising young stars Javier Leutenegger (Piano) und Paul Studer (Bass) verkörpern «Just Strings”. Saiten einmal gestrichen, dann gehämmert und schliesslich gezupft. Die Band ohne Schlagzeug («mit ist safer, ohne schöner») verkörpert eine stilistische Vielfalt, die nahtlos von Gypsy Jazz über Bebop bis zu funkigen Eigenkomposition durchgroovt. «Just Strings» tritt unverstärkt auf und zeichnet sich durch eine warme, nuancierte Klangkultur aus. Der Geiger Georges Burki widmete sich nach einer klassischen Laufbahn mit diversen Preisen schwergewichtig der Jazz-Improvisation und entwickelte nach Studien beim Pariser Jazz-Geiger Pierre Blanchard seinen eigenen Improvisationsstil. Untypisch für einen Jazz-Geiger spezialisierte er sich neben dem für Geiger üblichen Swing im Grappelli-Stil auch auf den Bebop. Seine 400 Jahre alte Amati-Geige bezeichnet er als das «erfolgreichste industrielle Design aller Zeiten». Der Zuger Javier Leutenegger ist einer der interessanten und vielseitigsten Schweizer Nachwuchspianisten. Nach einer klassischen Ausbildung inspirierten ihn Vorbilder wie Hank Jones, Bill Evans oder Keith...
								
									 mehr anzeigen
								
							
							
																	Georges Burki (vio), Javier Leutenegger (p) und Paul Studer (b) grooven über Gypsy Jazz, Bebop Standards und Eigenkompositionen. Elder statesman Georges Burki (Violine) und die rising young stars Javier Leutenegger (Piano) und Paul Studer (Bass) verkörpern «Just Strings”. Saiten einmal gestrichen, dann gehämmert und schliesslich gezupft. Die Band ohne Schlagzeug («mit ist safer, ohne schöner») verkörpert eine stilistische Vielfalt, die nahtlos von Gypsy Jazz über Bebop bis zu funkigen Eigenkomposition durchgroovt. «Just Strings» tritt unverstärkt auf und zeichnet sich durch eine warme, nuancierte Klangkultur aus. Der Geiger Georges Burki widmete sich nach einer klassischen Laufbahn mit diversen Preisen schwergewichtig der Jazz-Improvisation und entwickelte nach Studien beim Pariser Jazz-Geiger Pierre Blanchard seinen eigenen Improvisationsstil. Untypisch für einen Jazz-Geiger spezialisierte er sich neben dem für Geiger üblichen Swing im Grappelli-Stil auch auf den Bebop. Seine 400 Jahre alte Amati-Geige bezeichnet er als das «erfolgreichste industrielle Design aller Zeiten». Der Zuger Javier Leutenegger ist einer der interessanten und vielseitigsten Schweizer Nachwuchspianisten. Nach einer klassischen Ausbildung inspirierten ihn Vorbilder wie Hank Jones, Bill Evans oder Keith Jarrett zu Jazzstudien an der ZHDK und in London. Im Moment widmet er sich vor allem seinem Master Studium an der ZHDK und seinem eigenen Trio. Der erst 20jährige Bassist Paul Studer studiert Jazz an der Hochschule Luzern und kann bereits ein beeindruckendes Palmarès auf dem Bass und E-Bass in verschiedenen Genres von Klassik über Jazz bis Indie-Pop vorweisen. Er ist an verschiedenen Konzerten und Festivals in der Schweiz, Deutschland mit Musikern wie Chris Wiesendanger, Roberto Bossard oder Elmar Frey aufgetreten und hat eine eigene Band, für die er auch selbst komponiert.
									
										 weniger anzeigen","","Lebewohlfabrik, Fröhlichstrasse 23, Zürich, CH","Konzert / Jazz & Blues","18:00 Uhr"
"1701176928-562","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Albin Brun & Kristina Brunner
									Montag, 11. Dezember, 20:30
								Herzbaracke, Bellevue, Zürich (CH)","https://eventfrog.ch/de/p/konzert/schlager-volksmusik/albin-brun-kristina-brunner-7127610473445288853.html","Albin Brun & Kristina Brunner","","Montag, 11. Dezember, 20:30","Mo., 11. Dezember 2023","Albin Brun & Kristina Brunner sind zwei seelenverwandte Exponenten der Zeitgenössischen Volksmusik und haben sich zu diesem vielbeachteten Duo zusammengeschlossen. Ein intimes Zwiegespräch voller Hingabe, mitreissender Spielfreude, Schalk und einer grossen musikalischen Offenheit. In traumwandlerischem Zusammenspiel werden hier melodiöse, verspielte, überraschende, hoch virtuose und berührende Klangwelten erkundet. Mit im Gepäck haben die beiden die nigelnagelneue CD ""Innerland""! Albin Brun ist u.a. mit dem Schweizer Musikpreis 2017 ausgezeichnet worden und hat mit seiner Musik die halbe Welt bereist. Über viele Jahre hat er eine eigene unverkennbare musikalische Handschrift entwickelt. Kristina Brunner, hat sich mit ihrem virtuosen Spiel auf Cello und Schwyzerörgeli weitherum einen Namen gemacht hat. Seit 2017 entwickelt das Duo in einem kontinuierlichen Probeprozess seine eigenwillige, atmosphärisch dichte Klangpoesie und gibt zahlreiche Konzerte. Mit den ausgefeilten Eigenkompositionen, in denen immer auch improvisatorische Ausflüge ihren Platz haben, erschaffen die beiden eine Kammermusik von magischer Schlichtheit.","","Herzbaracke, Bellevue, Zürich, CH","Konzert / Schlager & Volksmusik","20:30 Uhr"
"1701176930-563","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Nomad
									Montag, 11. Dezember, 20:15
								Schützenkeller, Rheinfelden (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/nomad-7080476850158206140.html","Nomad","","Montag, 11. Dezember, 20:15","Mo., 11. Dezember 2023","Das neueste Projekt des französischen Pianisten Simon Denizart (Révélation Radio Canada) mit dem Titel ""Nomad"" ist das Ergebnis einer dreijährigen Zusammenarbeit mit dem kanadischen Perkussionisten Elli Miller Maboungou, bei der vor allem die Kalebasse im Vordergrund steht. 
Zusammen bilden sie ein originelles und dynamisches Duo, das die Grenzen traditioneller Instrumental Ästhetiken überschreitet und eine eklektische Reise durch eine rhythmische, melodiöse und kinematische Musik bietet. 
  
Beeinflusst von Weltmusik, Jazz, Klassik und elektronischer Musik, präsentiert das Repertoire instrumentale Originalkompositionen, die eine Erzählung über das Thema Reisen, Migration und menschliche Beziehungen erlebbar machen. 
  
Das Album wurde in der Kategorie Album des Jahres Jazz bei der ADISQ-Gala 2021 (Victoire de la Musique Québécoise) nominiert und bringt die Welt und die Atmosphäre der Komplizenschaft der beiden Musiker zum Ausdruck. 
  
Musik: 
https://www.youtube.com/watch?v=jzUzKPfJzpY 
https://www.youtube.com/watch?v=0eCnxicYnRM","","Schützenkeller, Bahnhofstrasse 19, Rheinfelden, CH","Konzert / Jazz & Blues","20:15 Uhr
									
																			- 
										22:30 Uhr"
"1701176932-564","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Jazz-Monday: Hausquartett
									Montag, 11. Dezember, 20:15
								Stadtbistro Isebähnli, Baden (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/jazz-monday-hausquartett-7132999846466632355.html","Jazz-Monday: Hausquartett","","Montag, 11. Dezember, 20:15","Mo., 11. Dezember 2023","Das Hausquartett ist ein über Jahre zusammengewachsenes, hochflexibles Ensemble, das von lyrischen Zwischentönen bis hin zu explosiven Grooves die ganze Klang-Pallette des zeitgenössischen Jazz aus dem Effeff beherrscht und auf ganz persönliche Art und Weise einsetzt. Eine kompakte Band, die starke Stimmen der Schweizer Jazzszene vereinigt, ohne sie dem Kollektiv unterzuordnen und doch aus einem Guss daherkommt. Der Charme und die Frische dieser Band, ihre lustvolle und intelligente Interaktion, die sich nicht als musikalisches Hin-und-her, sondern als gemeinsames Gestalten der musikalischen Erzählung versteht, machen diese Band zu einem leuchtenden Beispiel dafür, dass der Jazz lebendiger ist denn je. Seit mehr als 20 Jahren spielt das Hausquartett zudem regelmässig im In- und Ausland. Seit sechs Jahren ist auch Christoph Grab ein festes Mitglied der Band.","","Stadtbistro Isebähnli, Bahnhofstrasse 10, Baden, CH","Konzert / Jazz & Blues","20:15 Uhr"
"1701176934-565","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Becks
									Montag, 11. Dezember, 20:00
								Dynamo, Zürich (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/becks-7105155233081159443.html","Becks","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Im vergangenen Jahr veröffentlichte die Wahlberlinerin ihre Debüt-EP «Blutmond» und bestritt ihre erste eigene Headlinertour. Jetzt kündigt Becks die «Gefühle wie Lilien Tour 2023 an. Becks singt vielen Menschen aus der Seele. Dabei verarbeitet sie emotionale Erlebnisse und lädt ein in ihrer Welt zu versinken. Die Meinung anderer lässt sie mittlerweile von sich abprallen und versucht somit durch ihre ausdrucksstarken Texte vielen Leuten Mut zu machen. Mit lässigem Gesang, poppigen Beats und starken Lyrics wächst ihre Hörerschaft von Tag zu Tag. Ihr Song «June», welchen sie am 30. Juni dieses Jahres veröffentlichte, ist mit 7 Millionen Streams auf Spotify ihre bisher erfolgreichste Single. 2023 war sie für ihre Fans auf Festivals wie dem c/o pop oder dem Queer Festival sowie auf vielen Christopher Street Days zu sehen. Die nächste Chance einen ihrer Live-Auftritte zu erleben, haben ihre Hörer:innen beim Reeperbahn Festival in Hamburg, bevor Rebecca Thomalla alias Becks dann im Dezember auf ihre zweite eigene Tour geht und für 12 Auftritte in Deutschland und einen Auftritt in der Schweiz, im Dynamo Werk21 in Zürich, zu sehen ist.","","Dynamo, Wasserwerkstrasse 21, Zürich, CH","Konzert / Pop & Rock","20:00 Uhr"
"1701176936-566","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				SJO Latin
									Montag, 11. Dezember, 20:00
								L'Ovestino 12, Bern (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/sjo-latin-7116223666635918776.html","SJO Latin","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Die lateinamerikanische Musik hat dem Jazz neue, stilbildende Impulse verliehen. Ihre Energie und Ausdruckskraft, ihre direkte Emotionalität und der hohe Stellenwert des Rhythmus waren und sind für viele Jazzmusiker/innen, angefangen bei Dizzy Gillespie und Stan Getz, eine lustvolle Herausforderung. Im «Latin»-Programm des SJO finden sich u. a. Kompositionen von Miguel Zenon, Jerry Gonzalez, Perico Sambeat und Miguel Blanco. In den letzten Jahren hat zunehmend auch Literatur aus angrenzenden Ecken der World Music (Spanien, Afrika) Eingang in dieses Repertoire gefunden","","L'Ovestino 12, Bubenbergplatz 11, Bern, CH","Konzert / Jazz & Blues","20:00 Uhr
									
																			- 
										22:00 Uhr"
"1701176938-567","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=908","Dez
				11
			
			
			
				Silent Neighbor
									Montag, 11. Dezember, 20:00
								DasGleis, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/silent-neighbor-7123618446747630056.html","Silent Neighbor","","Montag, 11. Dezember, 20:00","Mo., 11. Dezember 2023","Mit der aktuellen Besetzung schliesst sich für silent neighbor ein Kreis: Nach zehnjähriger Bandgeschichte steht endlich wieder ein Quintett aus Saxofon, Klarinette, E-Bass, Schlagzeug und Gitarre/Gesang auf der Bühne. Damals wie heute erkunden die Songs aus der Feder von Sänger und Gitarrist Philipp Saner in ihren eigenwilligen Anverwandlungen von Jazz-, Pop-, Rock- und Countryklängen die Brüche in der Oberfläche der gepflegten Zwischenmenschlichkeit. Vom tragischen Liebeslied an ein zerstörtes Plakat an der Langstrasse bis hin zur Entdeckung, dass es ausserhalb des G-Dur-Akkords kein Leben geben kann, stürzt sich die Band mit grosser Dringlichkeit in existenzielle Abgründe, ohne dabei ihren Sinn für den Humor in der Tragik zu verlieren. Als «unbequeme Wohltat» beschreibt der Blog radiomeltdown.ch das 2020 erschienene Debut- Album «Tired Of Your Smile». Eine solche will silent neighbor dem Publikum mit neuem Sound, neuen Songs und frischer Spielfreude auch im Herbst 2023 sein. Das Konzert findet um 20.00 Uhr im Kulturraum statt. Prix libre. Mit der Unterstützung und grossem Dank an die Stadt Zürich - Kultur - Jazz, Pop Rock, Kanton Zürich - Fachstelle Kultur, und an die Migros Kulturprozent S","","DasGleis, Zollstrasse 121, Zürich, CH","Konzert / Jazz & Blues","20:00 Uhr"
