web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,date,description,price,address,category,time
"1699957334-214","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				90s are now
									Samstag, 16. Dezember, 22:00
								Salzhaus, Winterthur (CH)","https://eventfrog.ch/de/p/party/90s-are-now-7125242926070696814.html","90s are now","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","<p>Mashup</p>

<p>Mash up the 90s with DJs Ficklestar, Captain Jonez & Ibrahim Bassiv – immer wieder grossartig!</p>

<p></p>

<p></p>

<p></p>","","Salzhaus, Untere Vogelsangstrasse 6, Winterthur, CH","Party","22:00 Uhr"
"1699957337-215","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				STADTGEFLÜSTER w/ Dangel Twins - Grabenhalle St.Gallen
									Samstag, 16. Dezember, 22:00
								Grabenhalle, St. Gallen (CH)","https://eventfrog.ch/de/p/party/electro/stadtgefluester-w-dangel-twins-grabenhalle-st-gallen-7125403000000963480.html","STADTGEFLÜSTER w/ Dangel Twins - Grabenhalle St.Gallen","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Wichtig! Keine Ticketrückerstattung möglich ausser der Event wird abgesagt!","","Grabenhalle, Untere Graben 17, St. Gallen, CH","Party / Electro","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957339-216","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Disco Party
									Samstag, 16. Dezember, 22:00
								Kaufleuten Club, Zürich (CH)","https://eventfrog.ch/de/p/party/disco/disco-party-7125837811228326315.html","Disco Party","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","The last but not least - die letzten Disco Party im Jahr 2023! 
DISCO, HOUSE, PARTY & CLUB HITS ALL NIGHT LONG! 
„A glittering disco ball spins from the ceiling, but the music is something I’ve never heard, discordant and haunting and insistent, the kind of music that demands you dance“ 
Der unwiderstehliche Groove der Disco Musik bringt die Discokugel zum Glitzern und lässt die Herzen aller Tanzbegeisterten höherschlagen. Unsere Vision ist es, eine einzigartige Atmosphäre zu schaffen, in der du dich frei entfalten kannst. Feiere inmitten der Stadt Zürich und lass den Alltag hinter dir. Geniesse die Gesellschaft von Gleichgesinnten, die genauso wie du, den Moment in vollen Zügen auskosten wollen. 
Bist du bereit dir Disco- oder das sogenanntes Night Fever einzufangen?  
Table Reservation:
 reservation@kaufleuten.ch
 www.kaufleuten.ch/klub
 044 225 33 22
 ____ 
Ab 23+ Jahren","CHF 30.00","Kaufleuten Club, Pelikanstrasse 18, Zürich, CH","Party / Disco","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957342-217","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				SINGLE PARTY @ CLUB LANGSTRASSE
									Samstag, 16. Dezember, 22:00
								Club Langstrasse, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/single-party-club-langstrasse-7127628771994056546.html","SINGLE PARTY @ CLUB LANGSTRASSE","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Single-Party im Club Langstrasse - Feiern, Tanzen und Flirten! 
Der Club Langstrasse lädt alle Partybegeisterten ab 16 Jahren herzlich zur ultimativen Single-Party am 16. Dezember ab 22 Uhr ein. Diese spezielle Veranstaltung verspricht eine aufregende Nacht voller Musik, Tanz und Gelegenheiten, neue Kontakte zu knüpfen. 
Wie funktioniert die Single Party? Mit unserem 3-Farben-Bändelisystem! 
ROT – Stopp, ich bin vergeben und bin nur da zum feiern 
YELLOW – Find es raus vlt. entscheid ich mich für dich 
GRÜN – Single und ich bin offen für etwas neues 
Mit einer Vielzahl von DJ's, die die heißesten Tracks aus den Charts und angesagte Musikgenres spielen, ist die Stimmung garantiert auf dem Höhepunkt. 
Das Beste an dieser Veranstaltung ist die Gelegenheit, neue Freunde zu finden und möglicherweise sogar jemanden Besonderen zu treffen. Ob du Single bist oder einfach nur Lust auf eine großartige Party hast, im Club Langstrasse wirst du auf Gleichgesinnte treffen und unvergessliche Momente erleben. 
“NO ID – NO ENTRY – AB 16 JAHREN”
 Wir können aus gesetzlichen Gründen nur ID, Pass, Ausländerausweis & Führerausweis akzeptieren. Keine Kopien und auch nicht als Bild auf dem Handy! Unsere Partys sind für Jugendliche von 16 Jahren bis maximal 25 Jahre. Der Einlass für ältere Personen wird verweigert.","CHF 30.00","Club Langstrasse, Brauerstrasse 37, Zürich, CH","Party / Charts & Open Format","22:00 Uhr"
"1699957344-218","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Colors
									Samstag, 16. Dezember, 22:00
								Tap Tab Musikraum, Schaffhausen (CH)","https://eventfrog.ch/de/p/party/electro/colors-7127648336232793579.html","Colors","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Ok Endlich wieder dusse, endlich wieder heiss Unterwegs an Dance ufem Parkplatz näb de Gleis Ich han tusig troubles, und d’Welt isch volle Chaos Bruch en Reload hüt, s’einzig woni weiss","","Tap Tab Musikraum, Baumgartenstrasse 19, Schaffhausen, CH","Party / Electro","22:00 Uhr"
"1699957346-219","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Stadtgeflüster 2023
									Samstag, 16. Dezember, 22:00
								Kursaal Bern, Bern (CH)","https://eventfrog.ch/de/p/party/pop-rock/stadtgefluester-2023-7127685986591402757.html","Stadtgeflüster 2023","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Es ist so weit: Am Samstag, 16. Dezember, ist wieder Stadtgeflüster-Zeit im Kursaal Bern. Für eine Nacht verwandelt sich die bekannte Arena in eine glamouröse Partylocation mit fantastischem Ausblick auf die Stadt.","","Kursaal Bern, Kornhausstrasse 3, Bern, CH","Party / Pop & Rock","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957349-220","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Strictly 80s
									Samstag, 16. Dezember, 22:00
								Kammgarn, Schaffhausen (CH)","https://eventfrog.ch/de/p/party/pop-rock/strictly-80s-7127972203874683502.html","Strictly 80s","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Ohne zu recherchieren behaupten wir: So viele epische Songs wie in den 80ern sind in keiner anderen Dekade entstanden. Keine Behauptung ist aber das hier: An der Strictly 80s ist Nomen gleich Omen und dich erwartet ausschliesslich Musik des bestesten Jahrzehnt ever! Hush hush! Egal ob Smalltown Boy oder Material Girl, es spielt keine Rolle, ob du deine phänomenal blauen Augen zeigst oder doch lieber mit den Shades reinschneist, Hauptsache, du kriegst einfach nicht genug von Neon Lights und Synthi Mauern. Die DJs Federico Amarone und Lorenzo Pistacchio hauen dir von Evergreen bis Nevergreen alles um die Ohren, was die 80s musikalisch rausgepumpt haben und glaub uns, das war nicht gerade wenig. Es ist deshalb auch nur semi-tragisch, wenn du mal einen Song nicht gleich mitgrölen kannst, spätestens beim zweiten Refrain kannst du’s bestimmt.","","Kammgarn, Baumgartenstrasse 19, Schaffhausen, CH","Party / Pop & Rock","22:00 Uhr"
"1699957351-221","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				AMALFI • DINNER & PARTY • 16.12.23
									Samstag, 16. Dezember, 22:00
								LEO Restaurant & Bar, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/amalfi-dinner-party-16-12-23-7128497652384112332.html","AMALFI • DINNER & PARTY • 16.12.23","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","AMALFI 
Dinner & Party 
Unsere Motto ist: Fühl dich an der Amalfi Küste & Let the Party started. 
Wir begrüssen dich in unserer Location Leo Restaurant im Globus Zürich. 
Mit dabei FRANCESCO CAPODACQUA von Amici und Graziano aus Italien, werden den Abend mit ihrer Stimmen verzaubern. 
House vom feinsten gemischt mit heissen Italo, Latino & Afro Beats von unseren Residence DJ Stella & Stefano DJ. 
Alle Infos bezüglich Lounge-/ und Tischreservationen, sowie Tickets findest Du via Whatsapp: 
+41 76 499 04 57 
▬▬▬▬▬▬▬▬▬ 
DINNER ANFRAGEN direkt an
 -> via Whatsapp: +41 76 499 04 57 
• Lounge Anfragen via Whatsapp: +41 76 499 04 57
 • Einlass 18+
 • Ticket Party ab 22:30Uhr - CHF 25.- (www.eventfrog.ch)
 • Dinner ab 19:00 Uhr bis 22:00 Uhr 
Leo Restaurant 
Rooftop Globus 
Schweizergasse 11 
8001 Zürich 
www.eventsinfo.ch","CHF 25.00","LEO Restaurant & Bar, Schweizergasse 11, Zürich, CH","Party / Charts & Open Format","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957353-222","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				TAKEOVER Winter Opening Party
									Samstag, 16. Dezember, 22:00
								Wald Club Brunnen, Ingenbohl (CH)","https://eventfrog.ch/de/p/party/hip-hop-rap/takeover-winter-opening-party-7129887812355079313.html","TAKEOVER Winter Opening Party","","Samstag, 16. Dezember, 22:00","Sa., 16. Dezember 2023","Die dritte TAKEOVER Party ist zurück und verspricht eine explosive Nacht voller pulsierender Beats und unvergesslicher Momente. Am 16. Dezember 2023 erobern wir erneut die Tanzfläche und bieten dir das Beste aus zwei Welten: Hiphop und Techno in ihrer reinsten Form! 
Tauche ein in die Vielfalt der Hiphop-Welten, von Oldschool-Vibes über Newschool-Beats bis hin zu den neuesten Trap-Hits. Unsere erstklassigen DJs Jimmy James, DJ Repos und DJ Tony Toncheck werden die Bühne mit einem Mix aus Beats und Rhythmen zum Beben bringen, sodass du garantiert nicht stillstehen kannst. 
Wenn du eher auf die elektronische Seite stehst, erwartet dich ein Techno-Erlebnis der Extraklasse. Von den hypnotischen Klängen des Deephouse bis hin zur Energie des Techhouse - unsere DJs werden sicherstellen, dass du in eine andere Dimension der Musik eintauchst. 
Aber das ist noch nicht alles! Unsere Après Ski Bar wird mit Raclette und Glühwein ein alpines Flair in die Party bringen. Hier kannst du dich aufwärmen, köstliches Essen genießen und dabei die winterliche Atmosphäre spüren. Und für diejenigen, die eine sportliche Note suchen, haben wir Beerpong-Tische bereitgestellt, um das Wettbewerbsfieber zu entfachen. 
Und für die Earlybirds haben wir ein unschlagbares Angebot! Schnapp dir ...
								
									 mehr anzeigen
								
							
							
																	Die dritte TAKEOVER Party ist zurück und verspricht eine explosive Nacht voller pulsierender Beats und unvergesslicher Momente. Am 16. Dezember 2023 erobern wir erneut die Tanzfläche und bieten dir das Beste aus zwei Welten: Hiphop und Techno in ihrer reinsten Form! 
Tauche ein in die Vielfalt der Hiphop-Welten, von Oldschool-Vibes über Newschool-Beats bis hin zu den neuesten Trap-Hits. Unsere erstklassigen DJs Jimmy James, DJ Repos und DJ Tony Toncheck werden die Bühne mit einem Mix aus Beats und Rhythmen zum Beben bringen, sodass du garantiert nicht stillstehen kannst. 
Wenn du eher auf die elektronische Seite stehst, erwartet dich ein Techno-Erlebnis der Extraklasse. Von den hypnotischen Klängen des Deephouse bis hin zur Energie des Techhouse - unsere DJs werden sicherstellen, dass du in eine andere Dimension der Musik eintauchst. 
Aber das ist noch nicht alles! Unsere Après Ski Bar wird mit Raclette und Glühwein ein alpines Flair in die Party bringen. Hier kannst du dich aufwärmen, köstliches Essen genießen und dabei die winterliche Atmosphäre spüren. Und für diejenigen, die eine sportliche Note suchen, haben wir Beerpong-Tische bereitgestellt, um das Wettbewerbsfieber zu entfachen. 
Und für die Earlybirds haben wir ein unschlagbares Angebot! Schnapp dir eines der 100 limitierten Earlybird Tickets für nur 10.- und sichere dir nicht nur den Eintritt, sondern auch einen Gratis Shot, um die Party richtig zu beginnen, und ein exklusives TAKEOVER Feuerzeug als Erinnerung an diese unvergessliche Nacht. 
Bereite dich darauf vor, die Nacht zu übernehmen, die Musik zu fühlen und die Atmosphäre zu genießen. Die Dritte TAKEOVER Party am 16.12.2023 wird episch - sei dabei oder verpasse die Party des Jahres! 
  
- Après Ski Bar 
- Raclette 
- Glühwein 
- Beerpongtische 
- 3 Top DJs  
- weitere Specials 
- 18+ Event 
- 22.00 - 04.00 
- Ticket 10.- (Gratis Shot und Takeover Feuerzeug inklusive)
									
										 weniger anzeigen","CHF 10.00","Wald Club Brunnen, Olympstrasse 10, Ingenbohl, CH","Party / Hip-Hop & Rap","22:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957356-223","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Stefan Rudin
									Samstag, 16. Dezember, 21:30
								Cargo Bar, Basel (CH)","https://eventfrog.ch/de/p/party/electro/stefan-rudin-7128017066594887068.html","Stefan Rudin","","Samstag, 16. Dezember, 21:30","Sa., 16. Dezember 2023","Stefan Rudin tritt unter diversen Namen zu Tage. Aus tiefen Traumwelten als Slumberjack, mit verspulten Tanzplatten als DJ Knut / Knut2010, als Performance und Installationskünster Stefan Rudin (u.a. beim 'cosmotecho )))' Projekt) oder als Kopf hinter dem obskur gehaltenen Musiklabel „The Crates“, ist er zwischen Club, Offspace, Internet und institutionalisierten Räumen anzutreffen.","","Cargo Bar, St. Johanns-Rheinweg 46, Basel, CH","Party / Electro","21:30 Uhr"
"1699957358-224","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Eventgruppe
				
					
		

						
				bis Mai
				18
			
			
			
				Tanznacht40
									6 Events
								Güterhof, Schaffhausen (CH)","https://eventfrog.ch/de/p/gruppen/tanznacht40-7119977279413783466.html","Tanznacht40","Eventgruppe","6 Events","Sa., 16. Dezember 2023 -
Sa., 18. Mai 2024","Tanznacht40 steht für einen unvergesslichen und unbeschwerten Abend für alle ab 40 Jahren. Die DJ’s verfügen über ein breitgefächertes Disco-Hits Repertoire. Von Alt bis Neu legen sie alles auf was das Herz begehrt.","","","","Beginn:
																	
										21:00 Uhr"
"1699957360-225","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Eventgruppe
				
					
		

						
				bis Jun
				29
			
			
			
				Tanznacht40
									8 Events
								Atlantis, Basel (CH)","https://eventfrog.ch/de/p/gruppen/tanznacht40-7119979153365872002.html","Tanznacht40","Eventgruppe","8 Events","Sa., 25. November 2023 -
Sa., 29. Juni 2024","Tanznacht40 steht für einen unvergesslichen und unbeschwerten Abend für alle ab 40 Jahren. Man trifft sich um zu tanzen, plaudern und feiern. Ob man einen Drink an der Bar geniesst oder die Tanzfläche rockt, egal ob mit Freunden, als Single oder als Paar, es sind alle herzlich willkommen.","","","","Beginn:
																	
										21:00 Uhr"
"1699957362-226","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Project 20 Events - EDM Night @Markthalle Sargans
									Samstag, 16. Dezember, 21:00
								Markthalle Sargans, Sargans (CH)","https://eventfrog.ch/de/p/party/dancehall/project-20-events-edm-night-markthalle-sargans-7099768722714220641.html","Project 20 Events - EDM Night @Markthalle Sargans","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","Am Samstag 16. Dezember 2023, findet die erste EDM Night in der Markthalle Sargans statt. Nach zahlreichen EDM Nights (Zinne / New Goggeien / Loucy) können wir unser 3-jähriges Jubiläum mit euch feiern. Wir freuen uns! 
Türöffnung: 21:00 // Einlass: ab 16 Jahren 
  
LINEUP 
DJ Alex Napster - Local DJ 
DJ Fly-D - Local DJ 
DJ Gianz - Local DJ 
Carlo Dynata & Flavio Stonex - P20 Resident DJs 
  
WEITERE INFOS 
Parkplätze => hinter der Markthalle (keine Parkgebühr) 
Bushaltestelle => Sargans, Markthalle (Linie B400) 
Zahlungsarten vor Ort => Cash und Twint (gilt für Abendkasse, Garderobe und Bar) 
  
Project 20 Events 
by Carlo & Flavio since 2020","CHF 10.00","Markthalle Sargans, Sankt Gallerstrasse 145, Sargans, CH","Party / Dancehall","21:00 Uhr
									
																			- 
										03:00 Uhr"
"1699957365-227","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Hit Fabrik
									Samstag, 16. Dezember, 21:00
								Papiersaal, Zürich (CH)","https://eventfrog.ch/de/p/party/pop-rock/hit-fabrik-7106932816768619570.html","Hit Fabrik","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","Hit Fabrik spielt Geschichte. Die grössten Hits der besten Jahrzehnte: 70er, 80er & 90er-Jahre! Die neue Partyreihe im Papiersaal kennt keine Grenzen. Je grösser der Hit, desto eher wird er gespielt. Hit Fabrik ist Dancing Queen von Abba, Rivers Of Babylon von Boney M., Like a Virgin von Madonna, Purple Rain von Prince, Rhythm is a dancer und All That She Wants. DJ Urs Diethelm spielt sie alle!","","Papiersaal, Kalanderplatz 6 (Sihlcity), Zürich, CH","Party / Pop & Rock","21:00 Uhr"
"1699957367-228","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					16 - 30
				
			
			
				Silvester warm up Party Huttwil 2023
									4 Events
								Campus Perspektiven, Huttwil (CH)","https://eventfrog.ch/de/p/gruppen/silvester-warm-up-party-huttwil-2023-7114298202598138769.html","Silvester warm up Party Huttwil 2023","Eventgruppe","4 Events","Sa., 16. Dezember 2023 -
So., 31. Dezember 2023","Die zehnte und grösste Silvester warm up Party findet am 16. / 22. / 23. und 30. Dezember 2023 in Huttwil statt.

Nebst den top DJ´s JEBROER, RAN-D, Sound Rush, DJ REF JD, JONAS RIGHT, MTS & FR3AKMASTER, STOMP & Solarion, DJ TOM-S und DJ BÖRREN schmücken mehrere BAR´S und einen Food Stand die EVENT HALLE im Campus Perspektiven in HUTTWIL.

Vom Bahnhof Huttwil pendelt einen Shuttle Bus ab 21.00 Uhr!

Für die Jacken hat es eine grosse Garderobe.

Die Halle ist geheizt und Rollstuhlgängig.

Tickets gibt es im Vorverkauf auf EVENTFROG.CH und an der Abendkasse (falls noch nicht ausverkauft).

Wir freuen uns auf euer zahlreiches erscheinen

Euer M&M Event Team und die Brandis Ladies","","","","Beginn:
																	
										21:00 Uhr"
"1699957369-229","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				TEMPLE OF MEDUSA
									Samstag, 16. Dezember, 21:00
								MEDUSA - sexpositiv lifestyle club, Zürich (CH)","https://eventfrog.ch/de/p/party/lgbtiq/temple-of-medusa-7114619423663573300.html","TEMPLE OF MEDUSA","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","WICHTIGE INFORMATIONEN
 ☆ Tickets sind in limitierter Anzahl im Vorverkauf erhältlich - Wir behalten nur ein kleines Kontingent für die Abendkasse!
 ☆ Einlass für Frauen / Paare. Bei Single Männern erlauben wir uns im Sinne eines ausgeglichenen Geschlechterverhältnisses, den Zutritt zu limitieren. Wir empfehlen eine Weibliche Begleitung!  
HIGHLIGHTS
 ☆ Exklusives Ambiente der Superlative
 ☆ zwei Dancefloors
 ☆ Indoor-Fumoir
 ☆ Diverse Themenzimmer
 ☆ Grosses Whirlpool, Duschwannen und Duschen à gogo
 ☆ Darkroom, Playzone, Crosses & Cages
 ☆ Candygirls & Boys
 ☆ Ekstase, Exzess & Kinky Surprises 
ALTER & DRESSCODE
 Einlass STRIKTE 18+ und absolut nur mit passendem, der Location und dem Ambiente entsprechenden Dresscode! 
 
 Als Dresscode gilt:
 Latex - Lack - Leder - Gummi - Kinky - Schoolgirls - Bitches - female Dessous - sexy Gothic - Cyberpunk, BodyArt - Bizarre Eleganz & Military nur in Lack, Leder, Latex - Drag Queens & Kings - CrossDress - Bodypaint - Rubberdoll - Korsett & Korsagen - Sexy Cosplay - Kawai, etc.
 
 Mehr Infos zum Dresscode:
 https://utopia-fetish.ch/informationen/der-strikte-dresscode/ 
EINLASS
 Einlass strikt ab 18 Jahren. Das Vorverkauf-Ticket garantiert den Einlass (passenden Dresscode vorausgesetzt). Tickets an der ...
								
									 mehr anzeigen
								
							
							
																	WICHTIGE INFORMATIONEN
 ☆ Tickets sind in limitierter Anzahl im Vorverkauf erhältlich - Wir behalten nur ein kleines Kontingent für die Abendkasse!
 ☆ Einlass für Frauen / Paare. Bei Single Männern erlauben wir uns im Sinne eines ausgeglichenen Geschlechterverhältnisses, den Zutritt zu limitieren. Wir empfehlen eine Weibliche Begleitung!  
HIGHLIGHTS
 ☆ Exklusives Ambiente der Superlative
 ☆ zwei Dancefloors
 ☆ Indoor-Fumoir
 ☆ Diverse Themenzimmer
 ☆ Grosses Whirlpool, Duschwannen und Duschen à gogo
 ☆ Darkroom, Playzone, Crosses & Cages
 ☆ Candygirls & Boys
 ☆ Ekstase, Exzess & Kinky Surprises 
ALTER & DRESSCODE
 Einlass STRIKTE 18+ und absolut nur mit passendem, der Location und dem Ambiente entsprechenden Dresscode! 
 
 Als Dresscode gilt:
 Latex - Lack - Leder - Gummi - Kinky - Schoolgirls - Bitches - female Dessous - sexy Gothic - Cyberpunk, BodyArt - Bizarre Eleganz & Military nur in Lack, Leder, Latex - Drag Queens & Kings - CrossDress - Bodypaint - Rubberdoll - Korsett & Korsagen - Sexy Cosplay - Kawai, etc.
 
 Mehr Infos zum Dresscode:
 https://utopia-fetish.ch/informationen/der-strikte-dresscode/ 
EINLASS
 Einlass strikt ab 18 Jahren. Das Vorverkauf-Ticket garantiert den Einlass (passenden Dresscode vorausgesetzt). Tickets an der Abendkasse je nach Verfügbarkeit und Personenbelegung. Der Einlass kann ohne Angabe von Gründen verweigert werden.
 
 Alles kann nichts muss gibt es bei uns nicht. Die Akzeptanz unserer 10 Gebote ist Voraussetzung für einen gelungen Anlass. Alle Infos zu unseren Regeln: 
 https://utopia-fetish.ch/philosophie/die-10-gebote/ 
Preise:
 CHF 60.- /  Vorverkauf
 CHF 70.- /  Abendkasse 
You are the show!
 Play safe – sane & consensual
									
										 weniger anzeigen","","MEDUSA - sexpositiv lifestyle club, Siewerdtstrasse 69, Zürich, CH","Party / LGBTIQ","21:00 Uhr
									
																			- 
										06:00 Uhr"
"1699957371-230","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Bond Night Wohlen
									Samstag, 16. Dezember, 21:00
								Kulturbeiz Chappelehof, Wohlen (CH)","https://eventfrog.ch/de/p/party/mottoparty/bond-night-wohlen-7117958043103378566.html","Bond Night Wohlen","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","Freunde des guten Geschmacks!
 Im letzten Jahr noch im altehrwürdigen Casino Wohlen hat nun der MI6 sein Partylokal gewechselt und freut sich, in diesem Jahr mit euch als Premiere-Event im neu renovierten Chapelehof zur Bond Night die Korken knallen zu lassen. Also höchste Zeit die guten Anzüge und die schönen Kleider wieder aus dem Schrank zu nehmen und am 16.12.2023 ordentlich das Tanzbein zu schwingen. Wir freuen uns mit dir und deinen Freunden als Bonds, Bondgirls oder Bösewichten an der letzten richtigen Party vor den Feiertagen anzustossen. Und zwar geschüttelt, nicht gerührt! 
DJs: 
- Ivan Hole 
- Louis 
- Duo Tweedledeejay & Web_Stübler 
Music : Funk / 70 / 80 / 90 
Dresscode : Bond / Bond Girl / Spion / Bösewicht  
Im Preis Inklusive ist die Garderobe  
BEI NICHT EINHALTEN DES DRESSCODE KEIN EINLASS !!!!!!!! 
Einlass ab 20 Jahren","CHF 25.00","Kulturbeiz Chappelehof, Kapellstrasse 4, Wohlen, CH","Party / Mottoparty","21:00 Uhr
									
																			- 
										04:00 Uhr"
"1699957374-231","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Tickets
							
					
		

						
				Dez
				16
			
			
			
				KSM Weihnachtsparty - Shine Bright
									Samstag, 16. Dezember, 21:00
								industrie45 - Jugendkulturzentrum, Zug (CH)","https://eventfrog.ch/de/p/party/charts-open-format/ksm-weihnachtsparty-shine-bright-7128065790335473154.html","KSM Weihnachtsparty - Shine Bright","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","Wie jedes Jahr organisieren die 5. Klassen der KSM eine Party in der Weihnachtszeit, um mit den Einnahmen einen Teil der Kosten ihrer Maturareisen decken zu können.
 
 Die Party ist ab 16 Jahren und mit dem Motto ""Shine Bright"" soll so viel Silber und Glitzer wie möglich die i45 füllen.
 
 Als DJs treten dieses Jahr Oversampled (von 21:00 - 23:30) und Valdemar Holmberg (von 23:30 - 02:00 Uhr) auf. 
Einlass ab 16 Jahren
 Die Einlasskontrolle wird am Eingang durchgeführt. Aus rechtlichen Gründen können wir nur amtliche Ausweise wie ID, Pass, Führerschein im Original akzeptieren, keine Kopien oder Fotos.","CHF 15.00","industrie45 - Jugendkulturzentrum, Industriestrasse 45, Zug, CH","Party / Charts & Open Format","21:00 Uhr
									
																			- 
										02:00 Uhr"
"1699957376-232","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Generations
									Samstag, 16. Dezember, 21:00
								Bierhübeli, Bern (CH)","https://eventfrog.ch/de/p/party/generations-7128400632877135612.html","Generations","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","","","Bierhübeli, Neubrückstrasse 43, Bern, CH","Party","21:00 Uhr"
"1699957379-233","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=50&rubrics=914","Dez
				16
			
			
			
				Christmas 80’s
									Samstag, 16. Dezember, 21:00
								Schüür, Luzern (CH)","https://eventfrog.ch/de/p/party/pop-rock/christmas-80s-7129790952198081663.html","Christmas 80’s","","Samstag, 16. Dezember, 21:00","Sa., 16. Dezember 2023","DJs Speedwagon, Berwick & King Bee","","Schüür, Tribschenstrasse 1, Luzern, CH","Party / Pop & Rock","21:00 Uhr"
